ASV_numbers,domain,phylum,class,order,family,genus,species
ASV_271,Eukaryota,Ascomycota,NA,Pezizales,Pezizales_fam_Incertae_sedis,Pezizales_gen_Incertae_sedis,Pezizales_sp
ASV_272,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_273,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_274,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp
ASV_275,Eukaryota,Basidiomycota,NA,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_micaceus
ASV_276,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,NA
ASV_277,Eukaryota,Ascomycota,NA,Chaetothyriales,NA,NA,NA
ASV_278,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_minimispora
ASV_279,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,Russula_sp
ASV_280,NA,NA,NA,NA,NA,NA,NA
ASV_281,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Pezizaceae_gen_Incertae_sedis,Pezizaceae_sp
ASV_282,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Chalara,Chalara_piceae-abietis
ASV_283,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_284,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_285,Eukaryota,Ascomycota,NA,Pezizales,Tuberaceae,Tuber,NA
ASV_286,Eukaryota,Ascomycota,NA,Saccharomycetales,Metschnikowiaceae,Kodamaea,Kodamaea_sp
ASV_287,NA,NA,NA,NA,NA,NA,NA
ASV_288,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Membranomyces,Membranomyces_spurius
ASV_289,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_290,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_291,Eukaryota,Basidiomycota,NA,Agaricales,Tricholomataceae,Tricholoma,Tricholoma_umbonatum
ASV_292,Eukaryota,Ascomycota,NA,Eurotiales,Elaphomycetaceae,Elaphomyces,Elaphomyces_sp
ASV_293,Eukaryota,Basidiomycota,NA,Agaricales,Omphalotaceae,Rhodocollybia,NA
ASV_294,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Phlegmacium,NA
ASV_295,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_296,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Pyronemataceae_gen_Incertae_sedis,Pyronemataceae_sp
ASV_297,Eukaryota,Ascomycota,NA,Pleosporales,NA,NA,NA
ASV_298,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Clavulina,Clavulina_sp
ASV_299,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_300,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_301,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,NA
ASV_302,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
ASV_303,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Lactarius,NA
ASV_304,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_305,Eukaryota,Basidiomycota,NA,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp
ASV_306,Eukaryota,Basidiomycota,NA,Geastrales,Geastraceae,Geastrum,Geastrum_fimbriatum
ASV_307,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_308,Eukaryota,Ascomycota,NA,Helotiales,Hyaloscyphaceae,Hyaloscyphaceae_gen_Incertae_sedis,Hyaloscyphaceae_sp
ASV_309,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_glabripes
ASV_310,Eukaryota,Ascomycota,NA,Amphisphaeriales,Discosiaceae,Discosia,NA
ASV_311,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_312,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_313,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_314,Eukaryota,Ascomycota,NA,Pezizales,Tuberaceae,Tuber,Tuber_excavatum
ASV_315,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Genea,Genea_hispidula
ASV_316,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_317,Eukaryota,Basidiomycota,NA,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus_sp
ASV_318,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_319,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_griseolilacina
ASV_320,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Lactarius,Lactarius_lignyotus
ASV_321,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_322,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_323,Eukaryota,Ascomycota,NA,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp
ASV_324,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_325,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,Russula_sp
ASV_326,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_327,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_fraudans
ASV_328,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_329,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_330,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp
ASV_331,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,NA
ASV_332,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_phaeoleuca
ASV_333,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_flagelliformis
ASV_334,Eukaryota,Basidiomycota,NA,Agaricales,Tricholomataceae,Melanoleuca,NA
ASV_335,Eukaryota,Basidiomycota,NA,Agaricales,Tricholomataceae,Tricholoma,Tricholoma_lascivum
ASV_336,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Lactarius,NA
ASV_337,Eukaryota,Ascomycota,NA,Eurotiales,Elaphomycetaceae,Elaphomyces,NA
ASV_338,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,Russula_nobilis
ASV_339,Eukaryota,Ascomycota,NA,Chaetosphaeriales,Chaetosphaeriaceae,NA,NA
ASV_340,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_huijsmanii
ASV_341,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_342,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_flagelliformis
ASV_343,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,Russula_firmula
ASV_344,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_345,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Chalara,Chalara_sp
ASV_346,Eukaryota,Basidiomycota,NA,Atheliales,NA,NA,NA
ASV_347,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_348,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_349,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,NA
ASV_350,Eukaryota,Rozellomycota,NA,GS11,GS11_fam_Incertae_sedis,GS11_gen_Incertae_sedis,GS11_sp
ASV_351,Eukaryota,Ascomycota,NA,Eurotiales,Elaphomycetaceae,Elaphomyces,NA
ASV_352,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Humaria,Humaria_sp
ASV_353,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
ASV_354,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,NA
ASV_355,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Trichophaea,Trichophaea_sp
ASV_356,Eukaryota,Basidiomycota,NA,Agaricales,Tricholomataceae,Leucopaxillus,Leucopaxillus_tricolor
ASV_357,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Peziza,Peziza_sp
ASV_358,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_posterula
ASV_359,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_griseolilacina
ASV_360,Eukaryota,Ascomycota,NA,Helotiales,Tricladiaceae,Spirosphaera,Spirosphaera_sp
ASV_361,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,Russula_queletii
ASV_362,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_363,Eukaryota,Ascomycota,NA,Helotiales,Hyaloscyphaceae,Hyaloscyphaceae_gen_Incertae_sedis,Hyaloscyphaceae_sp
ASV_364,Eukaryota,Ascomycota,NA,Hypocreales,NA,NA,NA
ASV_365,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_366,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_367,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp
ASV_368,Eukaryota,Basidiomycota,NA,Atheliales,NA,NA,NA
ASV_369,Eukaryota,Ascomycota,NA,Hypocreales,Hypocreaceae,Trichoderma,NA
ASV_370,NA,NA,NA,NA,NA,NA,NA
ASV_371,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Otidea,Otidea_alutacea
ASV_372,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,NA
ASV_373,Eukaryota,Mucoromycota,NA,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
ASV_374,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
ASV_375,NA,NA,NA,NA,NA,NA,NA
ASV_376,Eukaryota,Mucoromycota,NA,Mucoromycotina_ord_Incertae_sedis,Mucoromycotina_fam_Incertae_sedis,Bifiguratus,NA
ASV_377,Eukaryota,Ascomycota,NA,Helotiales,Myxotrichaceae,Oidiodendron,NA
ASV_378,Eukaryota,Basidiomycota,NA,Spiculogloeales,Spiculogloeales_fam_Incertae_sedis,Spiculogloeales_gen_Incertae_sedis,Spiculogloeales_sp
ASV_379,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,NA,NA
ASV_380,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp
ASV_381,Eukaryota,Ascomycota,NA,Mytilinidales,Gloniaceae,NA,NA
ASV_382,Eukaryota,Basidiomycota,NA,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp
ASV_383,Eukaryota,Ascomycota,NA,Hypocreales,Hypocreales_fam_Incertae_sedis,Hypocreales_gen_Incertae_sedis,Hypocreales_sp
ASV_384,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp
ASV_385,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_erinaceomorpha
ASV_386,Eukaryota,Ascomycota,NA,Eurotiales,Aspergillaceae,Aspergillus,NA
ASV_387,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Thelephora,Thelephora_terrestris
ASV_388,Eukaryota,Ascomycota,NA,Eurotiales,Elaphomycetaceae,Elaphomyces,NA
ASV_389,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,Piloderma_sp
ASV_390,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_391,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_392,Eukaryota,Ascomycota,NA,Mycosphaerellales,Mycosphaerellaceae,Ramularia,NA
ASV_393,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,NA
ASV_394,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Clavulina,NA
ASV_395,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_396,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp
ASV_397,Eukaryota,Basidiomycota,NA,Tremellales,Tremellales_fam_Incertae_sedis,Tremellales_gen_Incertae_sedis,Tremellales_sp
ASV_398,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,Russula_curtipes
ASV_399,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_400,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
ASV_401,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_402,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_pseudoreducta
ASV_403,Eukaryota,Ascomycota,NA,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp
ASV_404,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,NA
ASV_405,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,NA
ASV_406,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_407,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Lactifluus,Lactifluus_glaucescens
ASV_408,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_dimitica
ASV_409,Eukaryota,Basidiomycota,NA,Atheliales,NA,NA,NA
ASV_410,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_411,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_412,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_413,Eukaryota,Ascomycota,NA,Eurotiales,Aspergillaceae,NA,NA
ASV_414,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_sp
ASV_415,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_metrodii
ASV_416,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,NA
ASV_417,Eukaryota,Ascomycota,NA,Eurotiales,Aspergillaceae,Aspergillus,NA
ASV_418,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_419,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_420,Eukaryota,Ascomycota,NA,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces_starkeyi
ASV_421,Eukaryota,Basidiomycota,NA,Agaricales,Tricholomataceae,Tricholoma,Tricholoma_inamoenum
ASV_422,Eukaryota,Ascomycota,NA,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Nadsonia,NA
ASV_423,Eukaryota,Ascomycota,NA,Mytilinidales,Gloniaceae,NA,NA
ASV_424,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_425,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_426,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_427,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_428,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,NA
ASV_429,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_430,Eukaryota,Ascomycota,NA,Geoglossales,Geoglossaceae,Microglossum,Microglossum_griseoviride
ASV_431,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_432,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_incrustans
ASV_433,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,NA
ASV_434,Eukaryota,Ascomycota,NA,Hypocreales,Hypocreales_fam_Incertae_sedis,NA,NA
ASV_435,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Clavulina,Clavulina_sp
ASV_436,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_437,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia_amoeboidea
ASV_438,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_439,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,Piloderma_sp
ASV_440,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_441,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_sp
ASV_442,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_443,NA,NA,NA,NA,NA,NA,NA
ASV_444,Eukaryota,Basidiomycota,NA,Boletales,Melanogastraceae,Melanogaster,NA
ASV_445,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_446,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_447,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA
ASV_448,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_449,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_450,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_451,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Sistotrema,Sistotrema_sp
ASV_452,Eukaryota,Basidiomycota,NA,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp
ASV_453,Eukaryota,Ascomycota,NA,Venturiales,Venturiaceae,Pseudoanungitea,Pseudoanungitea_sp
ASV_454,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Hydnobolites,Hydnobolites_cerebriformis
ASV_455,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp
ASV_456,Eukaryota,Basidiomycota,NA,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Hymenochaetales_gen_Incertae_sedis,Hymenochaetales_sp
ASV_457,Eukaryota,Ascomycota,NA,Eurotiales,Elaphomycetaceae,Elaphomyces,NA
ASV_458,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Membranomyces,Membranomyces_sp
ASV_459,NA,NA,NA,NA,NA,NA,NA
ASV_460,Eukaryota,Ascomycota,NA,Pezizales,Tuberaceae,Tuber,NA
ASV_461,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inosperma,Inosperma_ismeneanum
ASV_462,Eukaryota,Ascomycota,NA,Hypocreales,Clavicipitaceae,Metarhizium,NA
ASV_463,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_fibrosoides
ASV_464,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_465,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
ASV_466,Eukaryota,Basidiomycota,NA,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus_sp
ASV_467,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_468,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,NA
ASV_469,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,NA,NA
ASV_470,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Lactarius,Lactarius_romagnesii
ASV_471,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,NA
ASV_472,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Humicolopsis,NA
ASV_473,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_474,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_475,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_476,NA,NA,NA,NA,NA,NA,NA
ASV_477,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp
ASV_478,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_479,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_480,Eukaryota,Rozellomycota,NA,GS11,GS11_fam_Incertae_sedis,GS11_gen_Incertae_sedis,GS11_sp
ASV_481,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
ASV_482,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,NA,NA
ASV_483,Eukaryota,Ascomycota,NA,Diaporthales,Valsaceae,Cytospora,NA
ASV_484,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Pseudosperma,Pseudosperma_amabile
ASV_485,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_486,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,Piloderma_sp
ASV_487,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_488,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Pseudosperma,Pseudosperma_obsoletum
ASV_489,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp
ASV_490,Eukaryota,Rozellomycota,NA,GS11,GS11_fam_Incertae_sedis,GS11_gen_Incertae_sedis,GS11_sp
ASV_491,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
ASV_492,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Otidea,Otidea_alutacea
ASV_493,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_494,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_495,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_496,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp
ASV_497,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_posterula
ASV_498,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_499,Eukaryota,Basidiomycota,NA,Agaricales,Hymenogastraceae,Hymenogaster,Hymenogaster_megasporus
ASV_500,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_501,Eukaryota,Ascomycota,NA,Mytilinidales,Gloniaceae,NA,NA
ASV_502,Eukaryota,Ascomycota,NA,Hypocreales,Hypocreaceae,Trichoderma,NA
ASV_503,Eukaryota,Basidiomycota,NA,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus_pratensis
ASV_504,Eukaryota,Ascomycota,NA,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_sp
ASV_505,Eukaryota,Ascomycota,NA,Eurotiales,Aspergillaceae,Penicillium,NA
ASV_506,Eukaryota,Ascomycota,NA,Hypocreales,Hypocreales_fam_Incertae_sedis,NA,NA
ASV_507,Eukaryota,Ascomycota,NA,Eurotiales,Aspergillaceae,Penicillium,Penicillium_sp
ASV_508,Eukaryota,Basidiomycota,NA,Tremellales,Trimorphomycetaceae,Saitozyma,NA
ASV_509,Eukaryota,Basidiomycota,NA,Tremellales,Carcinomycetaceae,Carcinomycetaceae_gen_Incertae_sedis,Carcinomycetaceae_sp
ASV_510,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_511,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Chalara,Chalara_sp
ASV_512,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
ASV_513,Eukaryota,Ascomycota,NA,Eurotiales,Elaphomycetaceae,Elaphomyces,Elaphomyces_decipiens
ASV_514,Eukaryota,Ascomycota,NA,Venturiales,Venturiaceae,Pseudoanungitea,Pseudoanungitea_sp
ASV_515,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inosperma,NA
ASV_516,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_517,Eukaryota,Ascomycota,NA,Helotiales,Leptodontidiaceae,Leptodontidium,Leptodontidium_sp
ASV_518,Eukaryota,Basidiomycota,NA,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp
ASV_519,Eukaryota,Ascomycota,NA,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium_sp
ASV_520,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,NA
ASV_521,Eukaryota,Ascomycota,NA,Pleosporales,NA,NA,NA
ASV_522,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Pseudosperma,Pseudosperma_aureocitrinum
ASV_523,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,NA
ASV_524,NA,NA,NA,NA,NA,NA,NA
ASV_525,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
ASV_526,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_527,Eukaryota,Basidiomycota,NA,Tremellales,Tremellales_fam_Incertae_sedis,Tremellales_gen_Incertae_sedis,Tremellales_sp
ASV_528,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_incrustans
ASV_529,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Lactarius,Lactarius_camphoratus
ASV_530,Eukaryota,Basidiomycota,NA,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia_pullulans
ASV_531,Eukaryota,Ascomycota,NA,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp
