,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species
ASV_1991,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1992,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Entomophthoromycotina,Entomophthoromycotina_X,Basidiobolus
ASV_1993,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1994,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,NA
ASV_1995,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1996,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1997,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1998,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1999,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2000,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2001,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2002,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2003,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,NA,NA
ASV_2004,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2005,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_2006,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2007,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_2008,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2009,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_2010,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2011,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage
ASV_2012,Eukaryota,TSAR,Alveolata,Ciliophora,NA,NA,NA,NA
ASV_2013,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2014,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA
ASV_2015,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2016,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2017,Eukaryota,TSAR,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Kraken
ASV_2018,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2019,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2020,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2021,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2022,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2023,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2024,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA
ASV_2025,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA
ASV_2026,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2027,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2028,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2029,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,NA
ASV_2030,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_2031,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2032,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2033,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2034,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Hydnum
ASV_2035,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2036,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2037,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2038,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2039,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,NA,NA
ASV_2040,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2041,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_2042,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_2043,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA
ASV_2044,Eukaryota,TSAR,Alveolata,Ciliophora,NA,NA,NA,NA
ASV_2045,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2046,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2047,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2048,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2049,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,NA,NA,NA
ASV_2050,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2051,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,NA
ASV_2052,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2053,Eukaryota,TSAR,Alveolata,NA,NA,NA,NA,NA
ASV_2054,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA
ASV_2055,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2056,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2057,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,NA
ASV_2058,Eukaryota,TSAR,Rhizaria,NA,NA,NA,NA,NA
ASV_2059,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2060,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2061,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA
ASV_2062,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2063,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2064,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_2065,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2066,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2067,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2068,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2069,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2070,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2071,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2072,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_2073,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2074,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2075,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2076,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2077,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2078,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_2079,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Chytridiales,Chytridiaceae,Chytriomyces
ASV_2080,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_2081,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_2082,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2083,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2084,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2085,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2086,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2087,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2088,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2089,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_2090,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2091,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2092,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2093,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2094,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2095,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2096,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2097,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2098,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2099,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_2100,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2101,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2102,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2103,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2104,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2105,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,NA,NA,NA
ASV_2106,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2107,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2108,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_2109,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2110,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_2111,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2112,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2113,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2114,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2115,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_2116,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,NA,NA,NA,NA
ASV_2117,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2118,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2119,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_2120,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2121,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_2122,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA
ASV_2123,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA
ASV_2124,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2125,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2126,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2127,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,NA
ASV_2128,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2129,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2130,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2131,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA
ASV_2132,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA
ASV_2133,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2134,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2135,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2136,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_2137,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,NA,NA
ASV_2138,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Bacillariales,Bacillariaceae,Hantzschia
ASV_2139,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,NA
ASV_2140,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2141,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Leptomyxida,Leptomyxidae,Leptomyxa
ASV_2142,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2143,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,NA
ASV_2144,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2145,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Atractiellomycetes,Infundibura
ASV_2146,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2147,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2148,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2149,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_2150,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2151,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Kickxellomycotina,Kickxellales,Coemansia
ASV_2152,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,NA,NA,NA
ASV_2153,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_2154,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_2155,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2156,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2157,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2158,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2159,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2160,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_2161,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2162,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2163,Eukaryota,Obazoa,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,NA
ASV_2164,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_2165,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_2166,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_2167,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_2168,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_2169,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Haliplectoidea,Rhabdolaimus
ASV_2170,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2171,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2172,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_2173,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2174,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2175,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2176,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2177,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2178,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2179,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2180,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2181,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA
ASV_2182,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2183,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2184,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2185,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2186,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2187,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_2188,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2189,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2190,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2191,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2192,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2193,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2194,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2195,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2196,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2197,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2198,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2199,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2200,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2201,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,NA
ASV_2202,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2203,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2204,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_2205,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2206,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2207,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_2208,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2209,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,Spathidium
ASV_2210,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2211,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2212,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2213,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera
ASV_2214,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2215,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Seriata,NA
ASV_2216,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2217,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2218,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2219,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2220,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2221,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Rhynchostomatia,Dileptidae,NA
ASV_2222,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2223,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2224,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2225,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2226,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Entomophthoromycotina,Entomophthoromycotina_X,Conidiobolus
ASV_2227,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2228,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2229,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2230,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_2231,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2232,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2233,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2234,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2235,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2236,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2237,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA
ASV_2238,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2239,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2240,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2241,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2242,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2243,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Malenchus
ASV_2244,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2245,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2246,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2247,Eukaryota,TSAR,Alveolata,Ciliophora,NA,NA,NA,NA
ASV_2248,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,NA,NA,NA
ASV_2249,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2250,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2251,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Stichotrichia
ASV_2252,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2253,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2254,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_2255,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,NA
ASV_2256,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2257,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2258,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,NA,NA,NA
ASV_2259,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,Platyophryida,NA
ASV_2260,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2261,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2262,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2263,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2264,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA
ASV_2265,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2266,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2267,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2268,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2269,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2270,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ottolenchus
ASV_2271,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Ascoidea
ASV_2272,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2273,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2274,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Entomophthoromycotina,Entomophthoromycotina_X,Conidiobolus
ASV_2275,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2276,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2277,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_2278,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2279,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2280,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_2281,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_2282,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2283,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2284,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2285,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2286,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2287,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_2288,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2289,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,NA
ASV_2290,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2291,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2292,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2293,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2294,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2295,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA
ASV_2296,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_2297,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2298,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_2299,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2300,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2301,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2302,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2303,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2304,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,NA,NA
ASV_2305,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Paratylenchus
ASV_2306,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2307,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2308,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_2309,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2310,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2311,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2312,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_2313,Eukaryota,TSAR,Alveolata,NA,NA,NA,NA,NA
ASV_2314,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_2315,Eukaryota,NA,NA,NA,NA,NA,NA,NA
